alg,run,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_L1_TCM,PAPI_L2_TCM,PAPI_CA_SHR,PAPI_CA_CLN,PAPI_CA_ITV,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,PAPI_HW_INT,PAPI_BR_CN,PAPI_BR_TKN,PAPI_BR_NTK,PAPI_BR_MSP,PAPI_BR_PRC,PAPI_TOT_IIS,PAPI_TOT_INS,PAPI_FP_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_BR_INS,PAPI_VEC_INS,PAPI_RES_STL,PAPI_TOT_CYC,PAPI_L1_DCH,PAPI_L1_DCA,PAPI_L2_DCA,PAPI_L2_DCR,PAPI_L2_DCW,PAPI_L1_ICH,PAPI_L2_ICH,PAPI_L1_ICA,PAPI_L2_ICA,PAPI_L2_TCH,PAPI_L1_TCA,PAPI_L2_TCA,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_FML_INS,PAPI_FDV_INS,PAPI_FP_OPS,PAPI_SP_OPS,PAPI_DP_OPS,PAPI_VEC_SP,PAPI_VEC_DP,PAPI_REF_CYC,time
lore_b77567b6-f4ed-4d05-8722-c327669d193c,-D PARAM_M=1000000,65509,31,115139,0,0,115139,0,0,0,0,0,0,0,115139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65509,0,0,0,0,-31,0,0,0,-115139,0,0,0,0,0,0,0,0,0,0,0,0,21.975000
lore_b77567b6-f4ed-4d05-8722-c327669d193c,-D PARAM_M=1000000,28,3,0,0,56915,0,71,3471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.314000
lore_b77567b6-f4ed-4d05-8722-c327669d193c,-D PARAM_M=1000000,56527,69,120603,0,0,120603,0,0,0,0,0,0,0,120603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56527,0,0,0,0,-69,0,0,0,-120603,0,0,0,0,0,0,0,0,0,0,0,0,20.416000
lore_b77567b6-f4ed-4d05-8722-c327669d193c,-D PARAM_M=2000000,90794,45,251293,85,0,251378,0,0,0,0,0,0,0,251378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90794,0,0,0,0,-45,-85,0,0,-251378,0,0,0,0,0,0,0,0,0,0,0,0,40.535000
lore_b77567b6-f4ed-4d05-8722-c327669d193c,-D PARAM_M=2000000,86823,10,249798,82,0,249880,0,0,0,0,0,0,0,249880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86823,0,0,0,0,-10,-82,0,0,-249880,0,0,0,0,0,0,0,0,0,0,0,0,40.505000
lore_b77567b6-f4ed-4d05-8722-c327669d193c,-D PARAM_M=2000000,75858,12,251487,72,0,251559,0,0,0,0,0,0,0,251559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75858,0,0,0,0,-12,-72,0,0,-251559,0,0,0,0,0,0,0,0,0,0,0,0,40.580000
lore_b77567b6-f4ed-4d05-8722-c327669d193c,-D PARAM_M=3000000,29914,11,380043,5,374462,380048,46,0,0,0,0,0,0,380048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29914,0,0,0,0,-11,-5,0,0,-380048,0,0,0,0,0,0,0,0,0,0,0,0,60.582000
lore_b77567b6-f4ed-4d05-8722-c327669d193c,-D PARAM_M=3000000,96336,11,378278,46,376115,378324,0,0,0,0,0,0,0,378324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96336,0,0,0,0,-11,-46,0,0,-378324,0,0,0,0,0,0,0,0,0,0,0,0,61.159000
lore_b77567b6-f4ed-4d05-8722-c327669d193c,-D PARAM_M=3000000,62094,8,380953,3,370078,380956,397,0,0,0,0,0,0,380956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62094,0,0,0,0,-8,-3,0,0,-380956,0,0,0,0,0,0,0,0,0,0,0,0,60.761000
lore_b77567b6-f4ed-4d05-8722-c327669d193c,-D PARAM_M=4000000,3830,11,507283,9,501541,507292,28,16749,0,0,0,0,0,507292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3830,0,0,0,0,-11,-9,0,0,-507292,0,0,0,0,0,0,0,0,0,0,0,0,80.693000
