alg,run,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_L2_DCM,PAPI_L2_ICM,PAPI_L1_TCM,PAPI_L2_TCM,PAPI_CA_SHR,PAPI_CA_CLN,PAPI_CA_ITV,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,PAPI_HW_INT,PAPI_BR_CN,PAPI_BR_TKN,PAPI_BR_NTK,PAPI_BR_MSP,PAPI_BR_PRC,PAPI_TOT_IIS,PAPI_TOT_INS,PAPI_FP_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_BR_INS,PAPI_VEC_INS,PAPI_RES_STL,PAPI_TOT_CYC,PAPI_L1_DCH,PAPI_L1_DCA,PAPI_L2_DCA,PAPI_L2_DCR,PAPI_L2_DCW,PAPI_L1_ICH,PAPI_L2_ICH,PAPI_L1_ICA,PAPI_L2_ICA,PAPI_L2_TCH,PAPI_L1_TCA,PAPI_L2_TCA,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_FML_INS,PAPI_FDV_INS,PAPI_FP_OPS,PAPI_SP_OPS,PAPI_DP_OPS,PAPI_VEC_SP,PAPI_VEC_DP,PAPI_REF_CYC,time
jacobi-2d,-D TSTEPS=40 -D N=90,36,51,1306,25,0,1331,0,0,0,0,0,0,0,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36,0,0,0,0,-51,-25,0,0,-1331,0,0,0,0,0,0,0,0,0,0,0,0,6.633000
jacobi-2d,-D TSTEPS=46 -D N=107,178591,96,585,0,0,585,0,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-178591,0,0,0,0,-96,0,0,0,-585,0,0,0,0,0,0,0,0,0,0,0,0,10.332000
jacobi-2d,-D TSTEPS=53 -D N=125,81743,55,373,17,413262,390,248,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81743,0,0,0,0,-55,-17,0,0,-390,0,0,0,0,0,0,0,0,0,0,0,0,16.005000
jacobi-2d,-D TSTEPS=60 -D N=143,45000,61,84,6,623143,90,386,20,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45000,0,0,0,0,-61,-6,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,23.851000
jacobi-2d,-D TSTEPS=66 -D N=161,119869,45,3473,5,870435,3478,206,12,0,5231,375,0,0,3478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-119869,0,0,0,0,-45,-5,0,0,-3478,0,0,0,0,0,0,0,0,0,0,0,0,32.804000
jacobi-2d,-D TSTEPS=73 -D N=178,2506,26,1278,5,1151513,1283,105,43,0,6614,103,2539947,574827,-569342,570625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2506,0,3114774,2539947,574827,-26,-5,0,0,-1283,0,0,2539947,574827,0,0,0,0,0,0,0,0,44.458000
jacobi-2d,-D TSTEPS=80 -D N=196,28527,48,1311,0,1570252,1311,287,67,0,5087,75,3581145,781536,-777765,779076,61,6133816,6027102,32724,0,6133816,0,0,0,0,0,0,0,0,0,-28527,0,4362681,3581145,781536,-48,0,0,0,-1311,0,0,3581145,781536,0,0,0,0,0,0,0,0,58.660000
jacobi-2d,-D TSTEPS=86 -D N=214,108184,54,1417,72,2214441,1489,179,981,0,12090,110,4484941,1019923,-1019470,1020959,58,8061506,7822337,36834,36856,8025047,469049732,462994217,0,0,0,0,0,0,0,-108184,0,5504864,4484941,1019923,-54,-72,0,0,-1489,0,0,4484941,1019923,0,0,0,0,0,0,0,0,75.228000
jacobi-2d,-D TSTEPS=93 -D N=232,78387,38,37567,95,2617011,37662,596,616,0,9805,132,5479530,1261244,-1210596,1248258,76,10006539,10022110,43469,43298,9963253,629024973,620771062,108467264,266473021,19741903,9931888,0,0,0,-78387,0,6740774,5479530,1261244,-38,-95,0,0,-37662,0,0,5479530,1261244,0,0,108467264,108467264,108467264,0,0,0,95.118000
jacobi-2d,-D TSTEPS=100 -D N=250,8316,38,149653,65,3157237,149718,925,446,0,12338,89,6277014,1571598,-1421566,1571284,45,12616278,12553557,50603,50729,12565706,792547599,782476937,136581538,334272488,24873538,12599623,0,170105828,383686495,380715507,380723823,7848612,6277014,1571598,383493236,2059,383493274,2124,7958494,764217097,8108212,6279138,1571598,0,0,136581538,136581538,136581538,0,0,0,119.014000
floyd-warshall,-D N=180,28767,78,186,0,365655,186,40,0,0,1408,172,834007,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28767,0,834007,834007,0,-78,0,0,0,-186,0,0,834007,0,0,0,0,0,0,0,0,0,36.177000
floyd-warshall,-D N=215,27458,52,4884,0,636336,4884,71,0,0,1348,22,1558290,7,-603868,608752,30,10174178,10044733,46922,45877,10174178,0,0,0,0,0,0,0,0,0,-27458,0,1558297,1558290,7,-52,0,0,0,-4884,0,0,1558290,7,0,0,0,0,0,0,0,0,60.717000
